quest_id,name,state,zone,required_level,quest_level,earliest_completion_level,task_class,objective_summary,time_optimistic_min,time_central_min,time_pessimistic_min,distance_index,missing_group_prerequisites,missing_single_prerequisites,next_quest,route_flags,confidence,xp_at_35,xp_at_36,xp_at_37,xp_at_38,xp_at_39,xp_at_40,xp_at_41,xp_at_42,xp_at_43,xp_at_44,xp_at_45,xp_at_46,xp_at_47,xp_at_48,xp_at_49,xp_at_50,xp_at_51,xp_at_52,xp_at_53,xp_at_54
3821,巨槌石,future_level,荒芜之地,48,52,48,travel_dialogue_or_turnin,,1.9,4.4,10.4,,,,3822,,medium_high,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700
3062,黑暗之心,future_level,菲拉斯,45,50,48,single_named_drop,item/single_named_creature_task_item/x1/艾丹娜·邪爪#8075@100%,1.76,2.79,4.55,0.0,,,,,medium,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
6390,瘟疫与你,future_level,西瘟疫之地,48,55,48,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,5902,,"active_item_or_spell_use,cross_zone_or_multi_zone",low_until_manual_review,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300
5157,收集堕落之水,future_level,费伍德森林,48,52,48,item_source_not_in_questie,item/item_source_not_in_questie/x1/,1.9,3.41,7.41,0.09,,5155,5158,,low_until_manual_review,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
5158,水之魂的帮助,future_level,费伍德森林,48,52,48,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,5157,,cross_zone_or_multi_zone,low_until_manual_review,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300
5159,净化过的水,future_level,费伍德森林,48,54,48,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,5158,5165,cross_zone_or_multi_zone,low_until_manual_review,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800
5165,熄灭火焰,future_level,费伍德森林,48,55,48,escort_or_defense,object/multiple_world_objects/x4/Brazier of Pain#176158; object/multiple_world_objects/xNone/Brazier of Malice#176159; object/multiple_world_objects/xNone/Brazier of Suffering#176160; object/multiple_world_objects/xNone/Brazier of Hatred#176161,11.15,20.58,44.62,62.95,,5159,,"active_item_or_spell_use,escort_or_defense_text",low_until_manual_review,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300
5882,狩猎换药膏,future_level,费伍德森林,48,55,48,single_creature_drop,item/single_regular_creature_task_item/x1/被诅咒的软泥怪#7086@35%|被污染的软泥怪#7092@35%|邪恶的软泥怪#7093@35%|铁喙猫头鹰#7097@35%|铁喙尖啸者#7098@35%|铁喙狩猎者#7099@35%|曲木食苔者#7100@35%|曲木撕裂者#7101@35%,6.98,12.35,23.84,69.6,,4102,,elite_or_rare_target,medium,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200
3761,安戈洛的泥土,future_level,雷霆崖,47,50,48,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x20/魔暴龙#6498@26.02%|铁皮魔暴龙#6499@27.1%|霸王魔暴龙#6500@27.18%|剑龙#6501@31.08%|厚甲剑龙#6502@32.6%|刺尾剑龙#6503@32.34%|雷霆剑龙#6504@28.94%|暴掠龙#6505@31.72%,47.04,86.67,155.3,6.69,,,,"cross_zone_or_multi_zone,drop_rate_required,elite_or_rare_target",low_until_manual_review,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600
6605,奇怪的家伙,future_level,冬泉谷,49,54,49,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,,4505,cross_zone_or_multi_zone,low_until_manual_review,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550
3882,挖骨头,future_level,安戈洛环形山,49,51,49,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x8/剑龙#6501@30%|厚甲剑龙#6502@30%|刺尾剑龙#6503@30%|雷霆剑龙#6504@30%|幼双帆龙#9162@30%|双帆龙#9163@30%|老双帆龙#9164@30%|狂怒的翼手龙#9167,35.0,67.02,128.63,109.5,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100
4503,希兹尔的飞行器,future_level,安戈洛环形山,49,51,49,mixed_with_personal_item,item/multiple_creature_task_item_drops/x8/幼双帆龙#9162@80%|双帆龙#9163@80%|老双帆龙#9164@80%; item/multiple_creature_task_item_drops/x8/小翼手龙#9165@80%|翼手龙#9166@80%|狂怒的翼手龙#9167@80%,24.99,43.57,74.6,90.96,,,,drop_rate_required,low_until_manual_review,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100
4642,融合软泥怪,future_level,幽暗城,48,55,49,single_named_drop,item/single_named_creature_task_item/x1/巨大的软泥怪#9621@100%,1.78,2.81,4.6,0.0,"4293,4294",,,,medium,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400,20400
4505,腐化之井,future_level,费伍德森林,49,54,49,item_source_not_in_questie,item/item_source_not_in_questie/x1/,1.95,3.47,7.51,1.0,,,,,low_until_manual_review,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800
5155,加德纳尔的势力,future_level,费伍德森林,48,51,49,multi_target_shared_kill,kill/regular_shared_kills/x4/加德纳尔恶犬#7125; kill/regular_shared_kills/x4/加德纳尔守护者#7113; kill/regular_shared_kills/x6/加德纳尔精兵#7115; kill/regular_shared_kills/x6/加德纳尔祭司#7112,13.47,21.14,35.49,49.88,,,5157,,medium,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100
5202,奇怪的红钥匙,future_level,费伍德森林,49,55,49,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,,,,medium_high,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300
5385,特雷·莱弗治的残骸,future_level,费伍德森林,49,57,49,travel_dialogue_or_turnin,,2.71,3.81,6.14,34.13,,5204,,,medium_high,21800,21800,21800,21800,21800,21800,21800,21800,21800,21800,21800,21800,21800,21800,21800,21800,21800,21800,21800,21800
6162,最后一战,future_level,费伍德森林,46,51,49,single_named_drop,item/single_named_creature_task_item/x1/主宰洛尔#9464@100%,6.43,9.02,14.23,87.58,,,,,medium,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100,14100
7846,找回钥匙！,future_level,辛特兰,46,51,49,single_named_drop,item/single_named_creature_task_item/x1/守护者希坦亚#10802@100%,2.62,3.92,6.3,18.23,,7845,7847,,medium,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600
7861,通缉：邪恶祭司海克斯和她的爪牙,future_level,辛特兰,44,51,49,multi_target_shared_kill,kill/regular_shared_kills/x5/邪恶祭司海克斯#7995; kill/regular_shared_kills/xNone/邪枝精英卫兵#2648,5.81,8.51,13.8,40.94,,,,,low_until_manual_review,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600,17600
3906,不和谐的烈焰,future_level,黑石山,48,52,49,single_named_kill,kill/single_named_or_rare_kill/x1/征服者派隆#9026,3.68,8.64,19.92,,,,3907,"automatic_route_candidate_missing,elite_or_rare_target",low_until_manual_review,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700
5142,小帕米拉,future_level,东瘟疫之地,50,55,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,,5149,cross_zone_or_multi_zone,low_until_manual_review,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100
5149,帕米拉的洋娃娃,future_level,东瘟疫之地,50,55,50,item_source_not_in_questie,item/item_source_not_in_questie/x1/,1.9,3.4,7.4,0.0,,"5142,5601",,,low_until_manual_review,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100
5152,玛莱恩姑妈,future_level,东瘟疫之地,50,56,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,5149,5153,cross_zone_or_multi_zone,low_until_manual_review,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400
5153,古怪的历史学家,future_level,东瘟疫之地,50,56,50,world_object_item_collection,item/task_item_world_object_pickup/x1/Joseph Redpath's Monument#176145@100%,2.66,5.56,12.06,,,5152,5154,"automatic_route_candidate_missing,object_respawn_and_multi_click_unknown",low_until_manual_review,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600
5168,达隆郡的英雄,future_level,东瘟疫之地,50,56,50,mixed_with_personal_item,item/task_item_world_object_pickup/xNone/Davil's Libram#176206@100%; item/task_item_world_object_pickup/xNone/Redpath's Shield#176207@100%,10.42,21.72,40.72,0.0,,5210,,"cross_zone_or_multi_zone,object_respawn_and_multi_click_unknown",low_until_manual_review,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900
5181,达隆郡的恶魔,future_level,东瘟疫之地,50,57,50,mixed_with_personal_item,item/task_item_world_object_pickup/xNone/Horgus' Skull#176208@100%; item/task_item_world_object_pickup/xNone/Shattered Sword of Marduk#176209@100%,5.38,7.67,11.84,55.83,,5210,,object_respawn_and_multi_click_unknown,low_until_manual_review,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500
5206,达隆郡的掠夺者,future_level,东瘟疫之地,50,60,50,item_source_not_in_questie,item/item_source_not_in_questie/x5/,3.4,6.4,12.4,0.0,"5168,5181",,5941,,low_until_manual_review,19100,19100,19100,19100,19100,19100,19100,19100,19100,19100,19100,19100,19100,19100,19100,19100,19100,19100,19100,19100
5210,卡林·雷德帕斯,future_level,东瘟疫之地,50,56,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,5154,5181,cross_zone_or_multi_zone,low_until_manual_review,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400
5241,卡林叔叔,future_level,东瘟疫之地,50,56,50,travel_dialogue_or_turnin,,3.69,5.12,8.16,52.54,,5149,5211,,medium_high,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400
5503,银色黎明委任徽章,future_level,东瘟疫之地,50,55,50,travel_dialogue_or_turnin,,1.9,4.4,10.4,,,,,automatic_route_candidate_missing,low_until_manual_review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5601,小妹妹帕米拉,future_level,东瘟疫之地,50,55,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,,5149,cross_zone_or_multi_zone,low_until_manual_review,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650
5941,返回克罗米身边,future_level,东瘟疫之地,50,60,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,5206,5721,cross_zone_or_multi_zone,low_until_manual_review,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500
5942,隐藏的宝藏,future_level,东瘟疫之地,50,60,50,travel_dialogue_or_turnin,,0.91,1.41,2.42,0.16,,5721,,,medium_high,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600
6164,奥古斯图斯的收据册,future_level,东瘟疫之地,50,55,50,world_object_item_collection,item/task_item_world_object_pickup/x1/Augustus' Receipt Book#177789@100%,2.05,3.08,4.87,7.36,,,,object_respawn_and_multi_click_unknown,low_until_manual_review,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
4810,返回丁奇身边,future_level,冬泉谷,50,54,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,4809,,cross_zone_or_multi_zone,low_until_manual_review,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800
6029,永望镇报告,future_level,冬泉谷,50,52,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,,,cross_zone_or_multi_zone,low_until_manual_review,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300
6030,尼古拉斯·瑟伦霍夫公爵,future_level,冬泉谷,50,52,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,,,cross_zone_or_multi_zone,low_until_manual_review,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300
4509,临危不惧,future_level,塔纳利斯,50,54,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,4507,4511,cross_zone_or_multi_zone,low_until_manual_review,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550
4494,异种蝎的远征,future_level,奥格瑞玛,50,53,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,,4496,cross_zone_or_multi_zone,low_until_manual_review,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
4511,临危不惧,future_level,奥格瑞玛,50,54,50,travel_dialogue_or_turnin,,1.4,2.06,3.43,23.41,,4509,,,medium_high,23600,23600,23600,23600,23600,23600,23600,23600,23600,23600,23600,23600,23600,23600,23600,23600,23600,23600,23600,23600
4145,拉瑞安和穆尔金,future_level,安戈洛环形山,47,52,50,multi_target_shared_kill,kill/regular_shared_kills/x5/血瓣花鞭笞者#6509; kill/regular_shared_kills/x5/血瓣花捕兽者#6512; kill/regular_shared_kills/x5/血瓣花掠夺者#6510; kill/regular_shared_kills/x5/血瓣花猛击者#6511,14.4,21.22,33.84,73.47,,,4147,,medium,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700
4289,安戈洛的猩猩,future_level,安戈洛环形山,47,55,50,mixed_with_personal_item,item/multiple_creature_task_item_drops/x2/安戈洛猩猩#6514@100%; item/multiple_creature_task_item_drops/x2/安戈洛巨猩猩#6513@100%; item/multiple_creature_task_item_drops/x2/安戈洛大猩猩#6516@100%,11.18,16.71,26.22,117.11,,,,drop_rate_required,low_until_manual_review,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300
4492,走丢了！,future_level,安戈洛环形山,50,55,50,travel_dialogue_or_turnin,,2.69,3.79,6.1,42.18,,,,,medium_high,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100
5049,杰雷米亚的忧伤,future_level,幽暗城,50,52,50,travel_dialogue_or_turnin,,0.95,1.47,2.51,2.41,,5023,5050,,medium_high,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700
4296,七贤石板,future_level,燃烧平原,50,50,50,item_source_not_in_questie,item/item_source_not_in_questie/x1/,1.9,3.4,7.4,0.0,,,,,low_until_manual_review,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800
4726,雏龙精华,future_level,燃烧平原,50,52,50,world_object_item_collection,item/task_item_world_object_pickup/x8/Broodling Essence#175264@100%,6.97,10.67,15.66,0.0,,,4808,object_respawn_and_multi_click_unknown,low_until_manual_review,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700
4808,菲诺克,future_level,燃烧平原,50,54,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,4726,4809,cross_zone_or_multi_zone,low_until_manual_review,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800
105,啊，安多哈尔！,future_level,西瘟疫之地,50,60,50,world_object_item_collection,item/task_item_world_object_pickup/x1/Araj's Phylactery#177241@100%,2.66,5.56,12.06,,,5098,,"automatic_route_candidate_missing,object_respawn_and_multi_click_unknown",low_until_manual_review,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800
5021,迟到总比不到好,future_level,西瘟疫之地,50,52,50,travel_dialogue_or_turnin,,0.95,1.47,2.51,1.19,,,,,medium_high,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300
5023,迟到总比不到好,future_level,西瘟疫之地,50,52,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,5021,5049,cross_zone_or_multi_zone,low_until_manual_review,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300
5050,好运护符,future_level,西瘟疫之地,50,52,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,"5048,5049",5051,cross_zone_or_multi_zone,low_until_manual_review,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300
5051,两半合一,future_level,西瘟疫之地,50,54,50,item_source_not_in_questie,item/item_source_not_in_questie/x1/,1.95,3.47,7.51,1.19,,5050,,,low_until_manual_review,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800
5093,战斗的号角：瘟疫之地！,future_level,西瘟疫之地,50,50,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,,5096,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350
5094,战斗的号角：瘟疫之地！,future_level,西瘟疫之地,50,50,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,,5096,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350
5095,战斗的号角：瘟疫之地！,future_level,西瘟疫之地,50,50,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,,5096,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350
5098,标记哨塔,future_level,西瘟疫之地,50,56,50,multi_target_shared_kill,kill/regular_shared_kills/xNone/安多哈尔一号哨塔#10902; kill/regular_shared_kills/xNone/安多哈尔二号哨塔#10903; kill/regular_shared_kills/xNone/安多哈尔三号哨塔#10904; kill/regular_shared_kills/xNone/安多哈尔四号哨塔#10905,9.32,20.03,38.37,0.0,,5096,,"active_item_or_spell_use,cross_zone_or_multi_zone",low_until_manual_review,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900
5154,达隆郡的历史,future_level,西瘟疫之地,50,56,50,world_object_item_collection,item/task_item_world_object_pickup/x1/Musty Tome#176150@100%,2.09,3.13,4.94,9.48,,5153,,object_respawn_and_multi_click_unknown,low_until_manual_review,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900
5228,瘟疫之锅,future_level,西瘟疫之地,50,53,50,travel_dialogue_or_turnin,,1.9,4.4,10.4,,,5096,5229,automatic_route_candidate_missing,low_until_manual_review,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
5230,返回亡灵壁垒,future_level,西瘟疫之地,50,53,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,5229,5231,cross_zone_or_multi_zone,low_until_manual_review,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600
5232,返回亡灵壁垒,future_level,西瘟疫之地,50,55,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,5231,5233,cross_zone_or_multi_zone,low_until_manual_review,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100
5234,返回亡灵壁垒,future_level,西瘟疫之地,50,55,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,5233,5235,cross_zone_or_multi_zone,low_until_manual_review,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100
5236,返回亡灵壁垒,future_level,西瘟疫之地,50,58,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,5235,,cross_zone_or_multi_zone,low_until_manual_review,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000
5237,任务完成！,future_level,西瘟疫之地,50,58,50,travel_dialogue_or_turnin,,1.9,4.4,10.4,,,5236,,automatic_route_candidate_missing,low_until_manual_review,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
5401,银色黎明委任徽章,future_level,西瘟疫之地,50,55,50,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,,,,medium_high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5405,银色黎明委任徽章,future_level,西瘟疫之地,50,55,50,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,,,,medium_high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10374,战斗的号角：瘟疫之地！,future_level,西瘟疫之地,50,50,50,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,,5096,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350
4102,净化费伍德,future_level,费伍德森林,48,55,50,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x15/曲木食苔者#7100@80%|曲木撕裂者#7101@80%|迪塞库斯#7104@80%,26.53,44.85,78.26,127.42,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300
8438,资源竞赛,future_level,阿拉希高地,50,59,50,item_source_not_in_questie,item/item_source_not_in_questie/x3/,3.4,7.4,16.4,,,,,"automatic_route_candidate_missing,non_npc_finish_or_missing_finish,non_npc_start_or_missing_start",low_until_manual_review,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600,18600
974,究根问底,future_level,安戈洛环形山,51,55,51,single_named_kill,kill/single_named_or_rare_kill/x1/克拉兰克的温度计#10541,2.61,3.69,5.95,37.75,,,980,,medium_high,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300
980,新的泉水,future_level,安戈洛环形山,51,55,51,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,974,4842,cross_zone_or_multi_zone,low_until_manual_review,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100
4501,当心翼手龙,future_level,安戈洛环形山,47,55,51,shared_kill,kill/regular_shared_kills/x10/狂怒的翼手龙#9167,9.62,14.09,22.81,77.3,,,,,medium_high,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300
4502,火山的活动,future_level,安戈洛环形山,49,55,51,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x9/灼热元素#6520@100%|有生烈焰#6521@100%|火焰使者#9376@100%|炽热入侵者#14460@100%|火焰男爵查尔#14461@100%,16.43,32.43,58.53,0.0,,,,"cross_zone_or_multi_zone,drop_rate_required,elite_or_rare_target",low_until_manual_review,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300,16300
4984,大自然的苦楚,future_level,西瘟疫之地,51,54,51,shared_kill,kill/regular_shared_kills/x8/生病的狼#1817,7.6,12.24,20.95,41.55,,,4985,active_item_or_spell_use,medium_high,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800
4987,雕文橡木枝,future_level,西瘟疫之地,51,56,51,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,4985,,cross_zone_or_multi_zone,low_until_manual_review,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900
5229,目标：费尔斯通农场,future_level,西瘟疫之地,50,53,51,single_named_drop,item/single_named_creature_task_item/x1/护锅者拜尔摩#11075@100%,9.78,20.82,39.6,0.0,,5228,5230,cross_zone_or_multi_zone,low_until_manual_review,15200,15200,15200,15200,15200,15200,15200,15200,15200,15200,15200,15200,15200,15200,15200,15200,15200,15200,15200,15200
5543,血染的天空,future_level,东瘟疫之地,52,56,52,shared_kill,kill/regular_shared_kills/x30/天灾蝙蝠#8600,21.4,31.86,51.79,81.5,,,,,medium_high,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900
5544,腐肉虫,future_level,东瘟疫之地,52,56,52,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x15/腐肉虫#8603@80%|腐肉吞噬者#8605@80%,24.5,41.93,73.54,93.82,,,,drop_rate_required,low_until_manual_review,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900,16900
5845,失落的荣耀,future_level,东瘟疫之地,52,58,52,world_object_item_collection,item/task_item_world_object_pickup/x1/Symbol of Lost Honor#177264@100%,8.23,11.31,17.63,123.88,,5781,5846,object_respawn_and_multi_click_unknown,low_until_manual_review,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000
5846,爱与家庭,future_level,东瘟疫之地,52,58,52,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,5845,5848,cross_zone_or_multi_zone,low_until_manual_review,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000
3783,雪怪计划！,future_level,冬泉谷,52,56,52,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x10/游荡的冰蓟雪人#7457@33%|冰蓟雪人#7458@33%|冰蓟雪人女王#7459@33%|冰蓟雪人王#7460@33%,31.37,57.33,106.63,14.48,,,977,drop_rate_required,low_until_manual_review,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600
