quest_id,name,status,zone,required_level,quest_level,xp_db_level,xp_db_base,earliest_completion_level,xp_at_earliest_completion,task_class,objectives,time_optimistic_min,time_central_min,time_pessimistic_min,xp_per_central_minute,distance_index,pre_single,pre_group,next_quest,route_flags,confidence,manual_review
3512,帮助伊兰尼库斯,future_level_band,悲伤沼泽,48,55,55,6100,48,12200,travel_dialogue_or_turnin,,8.9,19.4,37.4,628.9,,3374,,,cross_zone_or_multi_zone,low_until_manual_review,
5902,瘟疫与你,future_level_band,提瑞斯法林地,48,55,55,4050,48,8100,travel_dialogue_or_turnin,,8.9,19.4,37.4,417.5,,5901,,6390,"active_item_or_spell_use,cross_zone_or_multi_zone",low_until_manual_review,
7701,悬赏：工头玛托留斯,future_level_band,灼热峡谷,45,50,50,6810,48,13600,single_named_drop,item:single_named_creature_task_item:count=1:sources=工头玛托留斯,2.33,3.55,7.89,3831.0,16.58,,,,,medium,
5534,"基姆加尔""丢失""的装备",future_level_band,艾萨拉,47,53,53,9500,48,19000,single_creature_drop,"item:single_regular_creature_task_item:count=1:sources=恶鞭海妖,恶鞭侍从,恶鞭军官,恶鞭法师",6.9,14.28,35.16,1330.5,95.15,3601,,,,medium,
793,破碎的联盟,future_level_band,荒芜之地,40,50,50,8500,48,17000,mixed_with_personal_item,item:multiple_creature_task_item_drops:count=None:sources=布莱克拉什; item:multiple_creature_task_item_drops:count=None:sources=赫玛图斯,2.48,10.86,34.59,1565.4,0.0,782,,,"active_item_or_spell_use,drop_rate_required",low_until_manual_review,"objective_count:missing_counts,server_drop_rate_needed"
3821,巨槌石,future_level_band,荒芜之地,48,52,52,7340,48,14700,travel_dialogue_or_turnin,,1.9,4.4,10.4,3340.9,,,,3822,,medium_high,
3062,黑暗之心,future_level_band,菲拉斯,45,50,50,8500,48,17000,single_named_drop,item:single_named_creature_task_item:count=1:sources=艾丹娜·邪爪,1.76,2.79,6.7,6093.2,0.0,,,,,medium,
6390,瘟疫与你,future_level_band,西瘟疫之地,48,55,55,8170,48,16300,travel_dialogue_or_turnin,,8.9,19.4,37.4,840.2,,5902,,,"active_item_or_spell_use,cross_zone_or_multi_zone",low_until_manual_review,
5157,收集堕落之水,future_level_band,费伍德森林,48,52,52,5500,48,11000,item_source_not_in_questie,item:item_source_not_in_questie:count=1:sources=,1.9,3.41,7.41,3225.8,0.09,5155,,5158,,low_until_manual_review,item_source_missing:12907
5158,水之魂的帮助,future_level_band,费伍德森林,48,52,52,3650,48,7300,travel_dialogue_or_turnin,,8.9,19.4,37.4,376.3,,5157,,,cross_zone_or_multi_zone,low_until_manual_review,
5159,净化过的水,future_level_band,费伍德森林,48,54,54,3900,48,7800,travel_dialogue_or_turnin,,8.9,19.4,37.4,402.1,0.0,5158,,5165,cross_zone_or_multi_zone,low_until_manual_review,
5165,熄灭火焰,future_level_band,费伍德森林,48,55,55,8170,48,16300,escort_or_defense,object:multiple_world_objects:count=4:sources=Brazier of Pain; object:multiple_world_objects:count=None:sources=Brazier of Malice; object:multiple_world_objects:count=None:sources=Brazier of Suffering; object:multiple_world_objects:count=None:sources=Brazier of Hatred,11.15,20.58,44.62,792.0,62.95,5159,,,"active_item_or_spell_use,escort_or_defense_text",low_until_manual_review,objective_count:missing_counts
5882,狩猎换药膏,future_level_band,费伍德森林,48,55,55,6100,48,12200,single_creature_drop,"item:single_regular_creature_task_item:count=1:sources=被诅咒的软泥怪,被污染的软泥怪,邪恶的软泥怪,铁喙猫头鹰",5.39,12.28,29.11,993.5,69.6,4102,,,elite_or_rare_target,medium,
3761,安戈洛的泥土,future_level_band,雷霆崖,47,50,50,6810,48,13600,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=20:sources=魔暴龙,铁皮魔暴龙,霸王魔暴龙,剑龙",25.78,82.99,231.01,163.9,6.69,,,,"cross_zone_or_multi_zone,drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
6605,奇怪的家伙,future_level_band,冬泉谷,49,54,54,785,49,1550,travel_dialogue_or_turnin,,8.9,19.4,37.4,79.9,,,,4505,cross_zone_or_multi_zone,low_until_manual_review,
3882,挖骨头,future_level_band,安戈洛环形山,49,51,51,7070,49,14100,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=8:sources=剑龙,厚甲剑龙,刺尾剑龙,雷霆剑龙",13.15,43.43,135.69,324.7,109.5,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
4503,希兹尔的飞行器,future_level_band,安戈洛环形山,49,51,51,7070,49,14100,mixed_with_personal_item,"item:multiple_creature_task_item_drops:count=8:sources=幼双帆龙,双帆龙,老双帆龙; item:multiple_creature_task_item_drops:count=8:sources=小翼手龙,翼手龙,狂怒的翼手龙",19.47,70.71,226.55,199.4,90.96,,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
4642,融合软泥怪,future_level_band,幽暗城,48,55,55,10200,49,20400,single_named_drop,item:single_named_creature_task_item:count=1:sources=巨大的软泥怪,1.78,2.81,6.79,7259.8,0.0,,"4293,4294",,,medium,
4505,腐化之井,future_level_band,费伍德森林,49,54,54,7890,49,15800,item_source_not_in_questie,item:item_source_not_in_questie:count=1:sources=,1.95,3.47,7.51,4553.3,1.0,,,,,low_until_manual_review,item_source_missing:12567
5155,加德纳尔的势力,future_level_band,费伍德森林,48,51,51,7070,49,14100,multi_target_shared_kill,kill:regular_shared_kills:count=4:sources=加德纳尔恶犬; kill:regular_shared_kills:count=4:sources=加德纳尔守护者; kill:regular_shared_kills:count=6:sources=加德纳尔精兵; kill:regular_shared_kills:count=6:sources=加德纳尔祭司,13.47,21.14,35.49,667.0,49.88,,,5157,,medium,
5202,奇怪的红钥匙,future_level_band,费伍德森林,49,55,55,8170,49,16300,travel_dialogue_or_turnin,,0.9,1.4,2.4,11642.9,0.0,,,,,medium_high,
5385,特雷·莱弗治的残骸,future_level_band,费伍德森林,49,57,57,10900,49,21800,travel_dialogue_or_turnin,,2.71,3.81,6.14,5721.8,34.13,5204,,,,medium_high,
6162,最后一战,future_level_band,费伍德森林,46,51,51,7070,49,14100,single_named_drop,item:single_named_creature_task_item:count=1:sources=主宰洛尔,6.43,9.03,16.45,1561.5,87.58,,,,,medium,
7846,找回钥匙！,future_level_band,辛特兰,46,51,51,8800,49,17600,single_named_drop,item:single_named_creature_task_item:count=1:sources=守护者希坦亚,2.62,3.92,8.31,4489.8,18.23,7845,,7847,,medium,
7861,通缉：邪恶祭司海克斯和她的爪牙,future_level_band,辛特兰,44,51,51,8800,49,17600,multi_target_shared_kill,kill:regular_shared_kills:count=5:sources=邪恶祭司海克斯; kill:regular_shared_kills:count=None:sources=邪枝精英卫兵,5.81,8.51,13.8,2068.2,40.94,,,,,low_until_manual_review,objective_count:missing_counts
3906,不和谐的烈焰,future_level_band,黑石山,48,52,52,7340,49,14700,single_named_kill,kill:single_named_or_rare_kill:count=1:sources=征服者派隆,3.68,8.64,19.92,1701.4,,,,3907,"automatic_route_candidate_missing,elite_or_rare_target",low_until_manual_review,not_in_world_candidate_union
5142,小帕米拉,future_level_band,东瘟疫之地,50,55,55,4050,50,8100,travel_dialogue_or_turnin,,8.9,19.4,37.4,417.5,0.0,,,5149,cross_zone_or_multi_zone,low_until_manual_review,
5149,帕米拉的洋娃娃,future_level_band,东瘟疫之地,50,55,55,4050,50,8100,item_source_not_in_questie,item:item_source_not_in_questie:count=1:sources=,1.9,3.4,7.4,2382.4,0.0,"5142,5601",,,,low_until_manual_review,item_source_missing:12885
5152,玛莱恩姑妈,future_level_band,东瘟疫之地,50,56,56,4200,50,8400,travel_dialogue_or_turnin,,8.9,19.4,37.4,433.0,,5149,,5153,cross_zone_or_multi_zone,low_until_manual_review,
5153,古怪的历史学家,future_level_band,东瘟疫之地,50,56,56,6300,50,12600,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Joseph Redpath's Monument,2.32,5.07,12.48,2485.2,,5152,,5154,"automatic_route_candidate_missing,object_respawn_and_multi_click_unknown",low_until_manual_review,not_in_world_candidate_union
5168,达隆郡的英雄,future_level_band,东瘟疫之地,50,56,56,8450,50,16900,mixed_with_personal_item,item:task_item_world_object_pickup:count=None:sources=Davil's Libram; item:task_item_world_object_pickup:count=None:sources=Redpath's Shield,9.73,20.73,41.57,815.2,0.0,5210,,,"cross_zone_or_multi_zone,object_respawn_and_multi_click_unknown",low_until_manual_review,objective_count:missing_counts
5181,达隆郡的恶魔,future_level_band,东瘟疫之地,50,57,57,8730,50,17500,mixed_with_personal_item,item:task_item_world_object_pickup:count=None:sources=Horgus' Skull; item:task_item_world_object_pickup:count=None:sources=Shattered Sword of Marduk,4.69,6.68,12.69,2619.8,55.83,5210,,,object_respawn_and_multi_click_unknown,low_until_manual_review,objective_count:missing_counts
5206,达隆郡的掠夺者,future_level_band,东瘟疫之地,50,60,60,9550,50,19100,item_source_not_in_questie,item:item_source_not_in_questie:count=5:sources=,3.4,6.4,12.4,2984.4,0.0,,"5168,5181",5941,,low_until_manual_review,item_source_missing:13155
5210,卡林·雷德帕斯,future_level_band,东瘟疫之地,50,56,56,4200,50,8400,travel_dialogue_or_turnin,,8.9,19.4,37.4,433.0,0.0,5154,,5181,cross_zone_or_multi_zone,low_until_manual_review,
5241,卡林叔叔,future_level_band,东瘟疫之地,50,56,56,4200,50,8400,travel_dialogue_or_turnin,,3.69,5.12,8.16,1640.6,52.54,5149,,5211,,medium_high,
5503,银色黎明委任徽章,future_level_band,东瘟疫之地,50,55,0,0,50,0,travel_dialogue_or_turnin,,1.9,4.4,10.4,,,,,,automatic_route_candidate_missing,low_until_manual_review,not_in_world_candidate_union
5601,小妹妹帕米拉,future_level_band,东瘟疫之地,50,55,55,815,50,1650,travel_dialogue_or_turnin,,8.9,19.4,37.4,85.1,0.0,,,5149,cross_zone_or_multi_zone,low_until_manual_review,
5941,返回克罗米身边,future_level_band,东瘟疫之地,50,60,60,4750,50,9500,travel_dialogue_or_turnin,,8.9,19.4,37.4,489.7,,5206,,5721,cross_zone_or_multi_zone,low_until_manual_review,
5942,隐藏的宝藏,future_level_band,东瘟疫之地,50,60,60,14300,50,28600,travel_dialogue_or_turnin,,0.91,1.41,2.42,20283.7,0.16,5721,,,,medium_high,
6164,奥古斯图斯的收据册,future_level_band,东瘟疫之地,50,55,55,2040,50,4100,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Augustus' Receipt Book,1.71,2.59,5.29,1583.0,7.36,,,,object_respawn_and_multi_click_unknown,low_until_manual_review,
4810,返回丁奇身边,future_level_band,冬泉谷,50,54,54,3900,50,7800,travel_dialogue_or_turnin,,8.9,19.4,37.4,402.1,,4809,,,cross_zone_or_multi_zone,low_until_manual_review,
6029,永望镇报告,future_level_band,冬泉谷,50,52,52,3650,50,7300,travel_dialogue_or_turnin,,8.9,19.4,37.4,376.3,,,,,cross_zone_or_multi_zone,low_until_manual_review,
6030,尼古拉斯·瑟伦霍夫公爵,future_level_band,冬泉谷,50,52,52,3650,50,7300,travel_dialogue_or_turnin,,8.9,19.4,37.4,376.3,,,,,cross_zone_or_multi_zone,low_until_manual_review,
4509,临危不惧,future_level_band,塔纳利斯,50,54,54,785,50,1550,travel_dialogue_or_turnin,,8.9,19.4,37.4,79.9,,4507,,4511,cross_zone_or_multi_zone,low_until_manual_review,
4494,异种蝎的远征,future_level_band,奥格瑞玛,50,53,53,760,50,1500,travel_dialogue_or_turnin,,8.9,19.4,37.4,77.3,,,,4496,cross_zone_or_multi_zone,low_until_manual_review,
4511,临危不惧,future_level_band,奥格瑞玛,50,54,54,11800,50,23600,travel_dialogue_or_turnin,,1.4,2.06,3.43,11456.3,23.41,4509,,,,medium_high,
4145,拉瑞安和穆尔金,future_level_band,安戈洛环形山,47,52,52,7340,50,14700,multi_target_shared_kill,kill:regular_shared_kills:count=5:sources=血瓣花鞭笞者; kill:regular_shared_kills:count=5:sources=血瓣花捕兽者; kill:regular_shared_kills:count=5:sources=血瓣花掠夺者; kill:regular_shared_kills:count=5:sources=血瓣花猛击者,14.4,21.22,33.84,692.7,73.47,,,4147,,medium,
4289,安戈洛的猩猩,future_level_band,安戈洛环形山,47,55,55,8170,50,16300,mixed_with_personal_item,item:multiple_creature_task_item_drops:count=2:sources=安戈洛猩猩; item:multiple_creature_task_item_drops:count=2:sources=安戈洛巨猩猩; item:multiple_creature_task_item_drops:count=2:sources=安戈洛大猩猩,11.17,35.83,106.7,454.9,117.11,,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
4492,走丢了！,future_level_band,安戈洛环形山,50,55,55,4050,50,8100,travel_dialogue_or_turnin,,2.69,3.79,6.1,2137.2,42.18,,,,,medium_high,
5049,杰雷米亚的忧伤,future_level_band,幽暗城,50,52,52,7340,50,14700,travel_dialogue_or_turnin,,0.95,1.47,2.51,10000.0,2.41,5023,,5050,,medium_high,
4296,七贤石板,future_level_band,燃烧平原,50,50,50,3400,50,6800,item_source_not_in_questie,item:item_source_not_in_questie:count=1:sources=,1.9,3.4,7.4,2000.0,0.0,,,,,low_until_manual_review,item_source_missing:11470
4726,雏龙精华,future_level_band,燃烧平原,50,52,52,7340,50,14700,world_object_item_collection,item:task_item_world_object_pickup:count=8:sources=Broodling Essence,4.23,8.87,17.53,1657.3,0.0,,,4808,object_respawn_and_multi_click_unknown,low_until_manual_review,
4808,菲诺克,future_level_band,燃烧平原,50,54,54,3900,50,7800,travel_dialogue_or_turnin,,8.9,19.4,37.4,402.1,,4726,,4809,cross_zone_or_multi_zone,low_until_manual_review,
105,啊，安多哈尔！,future_level_band,西瘟疫之地,50,60,60,11900,50,23800,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Araj's Phylactery,2.32,5.07,12.48,4694.3,,5098,,,"automatic_route_candidate_missing,object_respawn_and_multi_click_unknown",low_until_manual_review,not_in_world_candidate_union
5021,迟到总比不到好,future_level_band,西瘟疫之地,50,52,52,3650,50,7300,travel_dialogue_or_turnin,,0.95,1.47,2.51,4966.0,1.19,,,,,medium_high,
5023,迟到总比不到好,future_level_band,西瘟疫之地,50,52,52,3650,50,7300,travel_dialogue_or_turnin,,8.9,19.4,37.4,376.3,,5021,,5049,cross_zone_or_multi_zone,low_until_manual_review,
5050,好运护符,future_level_band,西瘟疫之地,50,52,52,3650,50,7300,travel_dialogue_or_turnin,,8.9,19.4,37.4,376.3,0.0,"5048,5049",,5051,cross_zone_or_multi_zone,low_until_manual_review,
5051,两半合一,future_level_band,西瘟疫之地,50,54,54,7890,50,15800,item_source_not_in_questie,item:item_source_not_in_questie:count=1:sources=,1.95,3.47,7.51,4553.3,1.19,5050,,,,low_until_manual_review,item_source_missing:12723
5093,战斗的号角：瘟疫之地！,future_level_band,西瘟疫之地,50,50,50,680,50,1350,travel_dialogue_or_turnin,,8.9,19.4,37.4,69.6,,,,5096,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,not_in_world_candidate_union
5094,战斗的号角：瘟疫之地！,future_level_band,西瘟疫之地,50,50,50,680,50,1350,travel_dialogue_or_turnin,,8.9,19.4,37.4,69.6,,,,5096,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,not_in_world_candidate_union
5095,战斗的号角：瘟疫之地！,future_level_band,西瘟疫之地,50,50,50,680,50,1350,travel_dialogue_or_turnin,,8.9,19.4,37.4,69.6,,,,5096,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,not_in_world_candidate_union
5098,标记哨塔,future_level_band,西瘟疫之地,50,56,56,8450,50,16900,multi_target_shared_kill,kill:regular_shared_kills:count=None:sources=安多哈尔一号哨塔; kill:regular_shared_kills:count=None:sources=安多哈尔二号哨塔; kill:regular_shared_kills:count=None:sources=安多哈尔三号哨塔; kill:regular_shared_kills:count=None:sources=安多哈尔四号哨塔,9.32,20.03,38.37,843.7,0.0,5096,,,"active_item_or_spell_use,cross_zone_or_multi_zone",low_until_manual_review,objective_count:missing_counts
5154,达隆郡的历史,future_level_band,西瘟疫之地,50,56,56,8450,50,16900,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Musty Tome,1.74,2.64,5.37,6401.5,9.48,5153,,,object_respawn_and_multi_click_unknown,low_until_manual_review,
5228,瘟疫之锅,future_level_band,西瘟疫之地,50,53,53,760,50,1500,travel_dialogue_or_turnin,,1.9,4.4,10.4,340.9,,5096,,5229,automatic_route_candidate_missing,low_until_manual_review,not_in_world_candidate_union
5230,返回亡灵壁垒,future_level_band,西瘟疫之地,50,53,53,3800,50,7600,travel_dialogue_or_turnin,,8.9,19.4,37.4,391.8,,5229,,5231,cross_zone_or_multi_zone,low_until_manual_review,
5232,返回亡灵壁垒,future_level_band,西瘟疫之地,50,55,55,4050,50,8100,travel_dialogue_or_turnin,,8.9,19.4,37.4,417.5,,5231,,5233,cross_zone_or_multi_zone,low_until_manual_review,
5234,返回亡灵壁垒,future_level_band,西瘟疫之地,50,55,55,4050,50,8100,travel_dialogue_or_turnin,,8.9,19.4,37.4,417.5,,5233,,5235,cross_zone_or_multi_zone,low_until_manual_review,
5236,返回亡灵壁垒,future_level_band,西瘟疫之地,50,58,58,4500,50,9000,travel_dialogue_or_turnin,,8.9,19.4,37.4,463.9,,5235,,,cross_zone_or_multi_zone,low_until_manual_review,
5237,任务完成！,future_level_band,西瘟疫之地,50,58,58,13500,50,27000,travel_dialogue_or_turnin,,1.9,4.4,10.4,6136.4,,5236,,,automatic_route_candidate_missing,low_until_manual_review,not_in_world_candidate_union
5401,银色黎明委任徽章,future_level_band,西瘟疫之地,50,55,0,0,50,0,travel_dialogue_or_turnin,,0.9,1.4,2.4,,0.0,,,,,medium_high,
5405,银色黎明委任徽章,future_level_band,西瘟疫之地,50,55,0,0,50,0,travel_dialogue_or_turnin,,0.9,1.4,2.4,,0.0,,,,,medium_high,
10374,战斗的号角：瘟疫之地！,future_level_band,西瘟疫之地,50,50,50,680,50,1350,travel_dialogue_or_turnin,,8.9,19.4,37.4,69.6,,,,5096,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,not_in_world_candidate_union
4102,净化费伍德,future_level_band,费伍德森林,48,55,55,8170,50,16300,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=15:sources=曲木食苔者,曲木撕裂者,迪塞库斯",21.81,71.88,226.14,226.8,127.42,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
8438,资源竞赛,future_level_band,阿拉希高地,50,59,59,9310,50,18600,item_source_not_in_questie,item:item_source_not_in_questie:count=3:sources=,3.4,7.4,16.4,2513.5,,,,,"automatic_route_candidate_missing,non_npc_finish_or_missing_finish,non_npc_start_or_missing_start",low_until_manual_review,"item_source_missing:20559,not_in_world_candidate_union"
974,究根问底,future_level_band,安戈洛环形山,51,55,55,8170,51,16300,single_named_kill,kill:single_named_or_rare_kill:count=1:sources=克拉兰克的温度计,2.61,3.69,5.95,4417.3,37.75,,,980,,medium_high,
980,新的泉水,future_level_band,安戈洛环形山,51,55,55,4050,51,8100,travel_dialogue_or_turnin,,8.9,19.4,37.4,417.5,,974,,4842,cross_zone_or_multi_zone,low_until_manual_review,
4501,当心翼手龙,future_level_band,安戈洛环形山,47,55,55,8170,51,16300,shared_kill,kill:regular_shared_kills:count=10:sources=狂怒的翼手龙,9.62,14.09,22.81,1156.8,77.3,,,,,medium_high,
4502,火山的活动,future_level_band,安戈洛环形山,49,55,55,8170,51,16300,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=9:sources=灼热元素,有生烈焰,火焰使者,炽热入侵者",16.43,54.33,156.18,300.0,0.0,,,,"cross_zone_or_multi_zone,drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
4984,大自然的苦楚,future_level_band,西瘟疫之地,51,54,54,5900,51,11800,shared_kill,kill:regular_shared_kills:count=8:sources=生病的狼,7.6,12.24,20.95,964.1,41.55,,,4985,active_item_or_spell_use,medium_high,
4987,雕文橡木枝,future_level_band,西瘟疫之地,51,56,56,8450,51,16900,travel_dialogue_or_turnin,,8.9,19.4,37.4,871.1,,4985,,,cross_zone_or_multi_zone,low_until_manual_review,
5229,目标：费尔斯通农场,future_level_band,西瘟疫之地,50,53,53,7610,51,15200,single_named_drop,item:single_named_creature_task_item:count=1:sources=护锅者拜尔摩,9.78,20.82,41.79,730.1,0.0,5228,,5230,cross_zone_or_multi_zone,low_until_manual_review,
5543,血染的天空,future_level_band,东瘟疫之地,52,56,56,8450,52,16900,shared_kill,kill:regular_shared_kills:count=30:sources=天灾蝙蝠,21.4,31.86,51.79,530.4,81.5,,,,,medium_high,
5544,腐肉虫,future_level_band,东瘟疫之地,52,56,56,8450,52,16900,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=15:sources=腐肉虫,腐肉吞噬者",19.84,67.07,214.05,252.0,93.82,,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
5845,失落的荣耀,future_level_band,东瘟疫之地,52,58,58,9020,52,18000,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Symbol of Lost Honor,7.89,10.83,18.06,1662.0,123.88,5781,,5846,object_respawn_and_multi_click_unknown,low_until_manual_review,
5846,爱与家庭,future_level_band,东瘟疫之地,52,58,58,9020,52,18000,travel_dialogue_or_turnin,,8.9,19.4,37.4,927.8,,5845,,5848,cross_zone_or_multi_zone,low_until_manual_review,
3783,雪怪计划！,future_level_band,冬泉谷,52,56,56,6300,52,12600,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=10:sources=游荡的冰蓟雪人,冰蓟雪人,冰蓟雪人女王,冰蓟雪人王",10.43,38.16,120.03,330.2,14.48,,,977,drop_rate_required,low_until_manual_review,server_drop_rate_needed
4809,冰风奇美拉角,future_level_band,冬泉谷,50,54,54,7890,52,15800,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=8:sources=冰风奇美拉幼兽,冰风奇美拉,冰风破坏者",8.39,31.34,98.94,504.1,9.16,4808,,4810,drop_rate_required,low_until_manual_review,server_drop_rate_needed
4882,守护秘密,future_level_band,冬泉谷,52,59,59,4650,52,9300,travel_dialogue_or_turnin,,1.9,4.4,10.4,2113.6,,,,4883,automatic_route_candidate_missing,low_until_manual_review,not_in_world_candidate_union
4883,守护秘密,future_level_band,冬泉谷,52,59,59,9310,52,18600,travel_dialogue_or_turnin,,8.9,19.4,37.4,958.8,,4882,,,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,not_in_world_candidate_union
5083,冬泉火酒,future_level_band,冬泉谷,52,56,56,4200,52,8400,travel_dialogue_or_turnin,,0.9,1.4,2.4,6000.0,0.0,,,5084,,medium_high,
5084,堕落熊怪,future_level_band,冬泉谷,52,56,56,6300,52,12600,travel_dialogue_or_turnin,,8.9,19.4,37.4,649.5,,5083,,5085,cross_zone_or_multi_zone,low_until_manual_review,
5085,神秘的粘液,future_level_band,冬泉谷,52,56,56,6300,52,12600,travel_dialogue_or_turnin,,8.9,19.4,37.4,649.5,0.0,5084,,5086,cross_zone_or_multi_zone,low_until_manual_review,
5086,剧毒之水,future_level_band,冬泉谷,52,56,56,8450,52,16900,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=3:sources=剧毒之水,11.5,31.88,78.95,530.1,0.0,5085,,5087,"cross_zone_or_multi_zone,drop_rate_required",low_until_manual_review,server_drop_rate_needed
5123,最后一片,future_level_band,冬泉谷,52,59,59,4650,52,9300,travel_dialogue_or_turnin,,0.9,1.4,2.4,6642.9,0.0,5087,,,,medium_high,
5128,熊怪酋长的话,future_level_band,冬泉谷,52,59,59,9310,52,18600,travel_dialogue_or_turnin,,8.9,19.4,37.4,958.8,,5123,,,cross_zone_or_multi_zone,low_until_manual_review,
6603,冬泉谷的麻烦！,future_level_band,冬泉谷,52,56,56,845,52,1700,travel_dialogue_or_turnin,,2.6,3.67,5.92,463.2,30.56,,,5082,,medium_high,
4496,擒虫先擒王,future_level_band,塔纳利斯,50,53,53,7610,52,15200,mixed_with_personal_item,"item:multiple_creature_task_item_drops:count=5:sources=格里什异种蝎,格里什工蝎,格里什劫掠者,格里什毒刺蝎; item:multiple_creature_task_item_drops:count=None:sources=魔暴龙,铁皮魔暴龙,霸王魔暴龙,剑龙",13.7,42.05,107.15,361.5,0.0,,,,"cross_zone_or_multi_zone,drop_rate_required,elite_or_rare_target",low_until_manual_review,"objective_count:missing_counts,server_drop_rate_needed"
3822,克罗格鲁尔,future_level_band,燃烧平原,48,53,53,7610,52,15200,single_named_drop,item:single_named_creature_task_item:count=1:sources=克罗格鲁尔,9.68,20.67,41.32,735.4,0.0,3821,,,cross_zone_or_multi_zone,low_until_manual_review,
4022,烈焰精华,future_level_band,燃烧平原,52,54,54,7890,52,15800,single_creature_drop,"item:single_regular_creature_task_item:count=1:sources=黑铁工头,重型作战傀儡,狂乱的黑色幼龙",9.63,23.56,50.55,670.6,0.0,3481,,4024,"active_item_or_spell_use,cross_zone_or_multi_zone",low_until_manual_review,
4023,烈焰精华,future_level_band,燃烧平原,52,54,54,7890,52,15800,single_creature_drop,"item:single_regular_creature_task_item:count=1:sources=黑铁工头,重型作战傀儡,狂乱的黑色幼龙",9.63,23.56,50.55,670.6,0.0,,,4024,cross_zone_or_multi_zone,low_until_manual_review,
4061,机器的崛起,future_level_band,燃烧平原,52,54,54,11800,52,23600,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=10:sources=巨型黑曜石元素,战争掠夺者,失控的掠夺者",17.62,55.08,153.37,428.5,0.0,,,4062,"cross_zone_or_multi_zone,drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
4062,机器的崛起,future_level_band,荒芜之地,52,54,54,1970,52,3900,travel_dialogue_or_turnin,,1.76,2.54,4.17,1535.4,23.12,4061,,4063,,medium_high,
5058,达尔松夫人的日记,future_level_band,西瘟疫之地,52,55,0,0,52,0,travel_dialogue_or_turnin,,0.9,1.4,2.4,,0.0,,,,,medium_high,
5861,寻找麦兰达,future_level_band,西瘟疫之地,52,60,60,7150,52,14300,travel_dialogue_or_turnin,,8.9,19.4,37.4,737.1,0.0,5848,,5862,cross_zone_or_multi_zone,low_until_manual_review,
4521,冬泉谷的枭兽,future_level_band,费伍德森林,52,56,56,8450,52,16900,multi_target_shared_kill,kill:regular_shared_kills:count=15:sources=狂怒的枭兽; kill:regular_shared_kills:count=15:sources=蓬毛枭兽,26.37,47.95,86.14,352.5,0.0,,,4741,cross_zone_or_multi_zone,low_until_manual_review,
4721,冬泉谷的枭兽,future_level_band,费伍德森林,52,59,59,9310,52,18600,shared_kill,kill:regular_shared_kills:count=10:sources=狂暴枭兽,18.34,42.24,88.21,440.3,0.0,4741,,,cross_zone_or_multi_zone,low_until_manual_review,
4741,冬泉谷的枭兽,future_level_band,费伍德森林,52,58,58,9020,52,18000,shared_kill,kill:regular_shared_kills:count=13:sources=月光枭兽,18.71,42.87,89.32,419.9,0.0,4521,,4721,cross_zone_or_multi_zone,low_until_manual_review,
6221,北方的死木熊怪,future_level_band,费伍德森林,45,55,0,0,52,0,multi_target_shared_kill,kill:regular_shared_kills:count=5:sources=死木守卫; kill:regular_shared_kills:count=5:sources=死木复仇者; kill:regular_shared_kills:count=5:sources=死木萨满祭司,8.78,14.02,23.67,,0.0,,,,"non_npc_finish_or_missing_finish,non_npc_start_or_missing_start",medium,
7741,翡翠议会的奖励,future_level_band,费伍德森林,52,59,59,9310,52,18600,travel_dialogue_or_turnin,,1.9,4.4,10.4,4227.3,,,,,"automatic_route_candidate_missing,non_npc_finish_or_missing_finish,non_npc_start_or_missing_start",low_until_manual_review,not_in_world_candidate_union
